,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,Tyranitar,,,,16,,Gouging Fire,,,,7,,Paldean Tauros (Water),,,,14,,Primarina,,,,15,,Hydrapple,4,T,,17,,Gholdengo,1,T,,,17,,Landorus-Therian,1,T,,,,,
,12,,Skarmory,,,,17,,Sneasler,,,,17,,Archaludon,3,T,,14,,Weavile,,,,17,,Darkrai,,,,18,,Quaquaval,3,T,,,16,,Mew,4,T,,,,,
,15,,Hisuian Samurott,,,,13,,Corviknight,,,,15,,Raging Bolt,,,,13,,Glimmora,,,,14,,Heatran,,,,16,,Ursaluna-BM,,,,,11,,Tinkaton,,,,,,,
,14,,Latios,,,,13,,Slowking,,,,15,,Ursaluna,2,T,,7,,Magnezone,1,T,,12,,Mandibuzz,,,,12,,Moltres,,,,,10,,Blastoise,,,,,,,
,15,,Blaziken,,,,4,,Arboliva,,,,9,,Clodsire,,,,12,,Volcarona,,,,7,,Hippowdon,,,,14,,Sandy Shocks,2,T,,,12,,Ogerpon-H,,,,,,,
,7,,Qwilfish,,,,9,,Comfey,2,T,,15,,Barraskewda,5,T,,11,,Hisuian Zoroark,,,,9,,Deoxys-Defense,,,,13,,Azumarill,,,,,16,,Dragonite,,,,,,,
,7,,Decidueye,,,,12,,Garganacl,3,T,,6,,Ribombee,,,,7,,Meloetta,1,T,,7,,Snorlax,1,T,,10,,Mesprit,,,,,11,,Gengar,1,T,,,,,
,6,,Jolteon,3,T,,4,,Sableye,,,,10,,Pelipper,,,,11,,Serperior,2,T,,2,,Dusknoir,,,,3,,Swalot,,,,,5,,Rotom,,,,,,,
,10,,Gardevoir,1,T,,3,,Cryogonal,,,,3,,Alolan Persian,,,,4,,Drifblim,,,,10,,Klefki,,,,1,,Quilladin,,,,,3,,Lycanroc-Midday,,,,,,,
,6,,Staraptor,,,,2,,Gligar,,,,4,,Brambleghast,,,,9,,Hisuian Goodra,,,,7,,Amoonguss,0,T,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,6,,,,,,2,,,,,,1,,,,,,1,,,,,,0,,,,,,,0,,,,,,115,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wwwwwa,,,,,,,,,,,,,,,,,
