,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D,,King Keldeos,,Brought,Kill,Killed,Died,K,T,D
,,1,,,Ninetales-Alola,Ogerpon,Indeedee-F,Ninetales-Alola,1,-,1,,,,Ninetales-Alola,Dragapult,Regieleki,Arcanine-Hisui,1,3,1,,,,Ninetales-Alola,Sandslash-Alola,Magcargo,Ninetales-Alola,1,1,1,,,,Dragapult,Rhydon,Altaria,Malamar,1,1,1,,,,,,,,,,,,,,Dragapult,Rhydon,Iron Valiant,Sandslash-Alola,1,5,1,,,,Dragapult,Ogerpon,Basculegion,Keldeo,1,3,1,,,,Dragapult,Keldeo,Galvantula,Rhydon,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Dragapult,Sandslash-Alola,Incineroar,Dragapult,1,2,1,,,,Scizor,Dragapult,Umbreon,Scizor,1,3,1,,,,Dragapult,Dragapult,Mandibuzz,Rhydon,1,3,1,,,,Keldeo,Rhydon,Greninja,Arcanine-Hisui,1,5,1,,,,,,,,,,,,,,Ninetales-Alola,Ninetales-Alola,Dragonite,Rhydon,1,4,1,,,,Ogerpon,Arcanine-Hisui,Politoed,Scizor,1,2,1,,,,Arcanine-Hisui,Arcanine-Hisui,Blaziken,Dragapult,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Scizor,Scizor,Hitmonlee,Scizor,1,2,1,,,,Dragapult,,,Rhydon,,,1,,,,Scizor,Ogerpon,Roaring Moon,Sandslash-Alola,1,5,1,,,,Rhydon,Keldeo,Donphan,Keldeo,1,3,1,,,,,,,,,,,,,,Sandslash-Alola,Ogerpon,Mismagius,Ogerpon,1,2,1,,,,Keldeo,Scizor,Ursaluna,,1,4,,,,,Keldeo,Keldeo,Regigigas,Keldeo,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ogerpon,Dragapult,Clefable,Ogerpon,1,4,1,,,,Arcanine-Hisui,,,Dragapult,,,1,,,,Rhydon,,,Scizor,,,1,,,,Scizor,Scizor,Skeledirge,Scizor,1,4,1,,,,,,,,,,,,,,Scizor,Dragapult,Great Tusk,Scizor,1,5,1,,,,Arcanine-Hisui,Arcanine-Hisui,Iron Moth,,1,4,,,,,Ninetales-Alola,Arcanine-Hisui,Empoleon,Sandslash-Alola,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Arcanine-Hisui,,,Arcanine-Hisui,,,1,,,,Keldeo,,,Ninetales-Alola,,,1,,,,Ogerpon,,,Ogerpon,,,1,,,,Arcanine-Hisui,Rhydon,Kingambit,Rhydon,1,5,1,,,,,,,,,,,,,,Ogerpon,Dragapult,Metagross,Ninetales-Alola,1,4,1,,,,Scizor,Dragapult,Archaludon,,1,4,,,,,Sandslash-Alola,Arcanine-Hisui,Arboliva,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Lose,-2,Sandslash-Alola,,,Sandslash-Alola,,,1,,Lose,-3,Rhydon,,,Keldeo,,,1,,Lose,-3,Sandslash-Alola,,,Dragapult,,,1,,Win,1,Malamar,Dragapult,Latios,,1,5,,,Win,3,,,,,,,,,Lose,-1,Rhydon,,,Dragapult,,,1,,Win,4,Ninetales-Alola,Dragapult,Weezing-Galar,,1,2,,,Win,2,Rhydon,Arcanine-Hisui,Sylveon,,1,3,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D,,Blasphemous Blacephalons,,Brought,Kill,Killed,Died,K,T,D
,,19,,,Landorus-Therian,Quagsire,Roaring Moon,Quagsire,1,5,1,,,,Ursaluna-Bloodmoon,Umbreon,Arcanine-Hisui,Jirachi,1,3,1,,,,Landorus-Therian,Landorus-Therian,Hydreigon,,1,4,,,,,Regieleki,Regieleki,Wo-Chien,Carbink,1,2,1,,,,Froslass,Ursaluna-Bloodmoon,Fezandipiti,Jirachi,1,3,1,,,,Landorus-Therian,Froslass,Heatran,Landorus-Therian,1,4,1,,,,Jirachi,Quagsire,Thundurus-Therian,Quagsire,1,4,1,,,,Regieleki,Landorus-Therian,Alcremie,Froslass,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Regieleki,Landorus-Therian,Kilowattrel,Ursaluna-Bloodmoon,1,2,1,,,,Ogerpon-Hearthflame,Umbreon,Scizor,Regieleki,1,4,1,,,,Sneasel-Hisui,Regieleki,Tsareena,,1,2,,,,,Jirachi,Landorus-Therian,Haxorus,Jirachi,1,3,1,,,,Quagsire,Ursaluna-Bloodmoon,Skeledirge,Quagsire,1,4,1,,,,Regieleki,,,Regieleki,,,1,,,,Quagsire,Quagsire,Noctowl,Ursaluna-Bloodmoon,1,1,1,,,,Froslass,Landorus-Therian,Grimmsnarl,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ursaluna-Bloodmoon,Ursaluna-Bloodmoon,Iron Boulder,Jirachi,1,4,1,,,,Umbreon,Quagsire,Rhydon,Umbreon,1,2,1,,,,Regieleki,Umbreon,Scream Tail,,1,3,,,,,Ogerpon-Hearthflame,Landorus-Therian,Slowking-Galar,Umbreon,1,,1,,,,Carbink,Quagsire,Donphan,Carbink,1,3,1,,,,Quagsire,,,Froslass,,,1,,,,Landorus-Therian,Quagsire,Hawlucha,,1,3,,,,,Ariados,Landorus-Therian,Excadrill,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Quagsire,Regieleki,Mienshao,,1,3,,,,,Quagsire,Ursaluna-Bloodmoon,Dragapult,,1,5,,,,,Umbreon,Sneasel-Hisui,Skarmory,,1,4,,,,,Landorus-Therian,Regieleki,Darkrai,Landorus-Therian,1,5,1,,,,Umbreon,Ursaluna-Bloodmoon,Latios,Ursaluna-Bloodmoon,1,5,1,,,,Jirachi,,,Ursaluna-Bloodmoon,,,1,,,,Ogerpon-Hearthflame,Landorus-Therian,Goodra-Hisui,,1,4,,,,,Quagsire,Landorus-Therian,Spectrier,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Jirachi,Regieleki,Mandibuzz,,1,3,,,,,Regieleki,Quagsire,Ninetales-Alola,,1,4,,,,,Quagsire,Landorus-Therian,Cinderace,,1,5,,,,,Umbreon,Ogerpon-Hearthflame,Slither Wing,Regieleki,1,3,1,,,,Jirachi,Ursaluna-Bloodmoon,Kingambit,,1,5,,,,,Froslass,,,Jirachi,,,1,,,,Carbink,Ogerpon-Hearthflame,Gouging Fire,,1,5,,,,,Umbreon,Landorus-Therian,Muk,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Win,3,Garganacl,Landorus-Therian,Primarina,,1,4,,,Win,3,Jirachi,Quagsire,Keldeo,,1,4,,,Win,6,Carbink,Landorus-Therian,Iron Bundle,,1,5,,,Win,1,Carbink,Ogerpon-Hearthflame,Quaquaval,,1,4,,,Win,2,Ursaluna-Bloodmoon,Umbreon,Ogerpon-Wellspring,,1,5,,,Lose,-5,Ursaluna-Bloodmoon,,,Quagsire,,,1,,Win,4,Ursaluna-Bloodmoon,Ogerpon-Hearthflame,Rillaboom,,1,4,,,Win,5,Landorus-Therian,Landorus-Therian,Vaporeon,,1,3,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D,,New York Nickits,,Brought,Kill,Killed,Died,K,T,D
,,21,,,Ribombee,Enamorus,Vaporeon,Ribombee,1,3,1,,,,Ribombee,Baxcalibur,Hatterene,Ribombee,1,4,1,,,,,,,,,,,,,,Slowking,Baxcalibur,Mandibuzz,Heatran,1,3,1,,,,Slowking,Baxcalibur,Basculegion-F,Heatran,1,-,1,,,,Slowking,Heatran,Landorus-Therian,Heatran,1,4,1,,,,Slowking,Annihilape,Great Tusk,Annihilape,1,5,1,,,,Slowking,Annihilape,Kingambit,Ribombee,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Slowking,Enamorus,Corviknight,,1,4,,,,,Slowking,Toedscruel,Gholdengo,,1,4,,,,,,,,,,,,,,,Baxcalibur,Enamorus,Roaring Moon,Toedscruel,1,5,1,,,,Baxcalibur,Jolteon,Zarude,Jolteon,1,3,1,,,,Baxcalibur,Heatran,Regieleki,,1,3,,,,,Baxcalibur,Enamorus,Iron Valiant,Ribombee,1,5,1,,,,Baxcalibur,Baxcalibur,Ogerpon-Wellspring,Annihilape,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Baxcalibur,Enamorus,Excadrill,,1,4,,,,,Baxcalibur,Toedscruel,Raging Bolt,,1,4,,,,,,,,,,,,,,,Enamorus,Slowking,Clodsire,Jolteon,1,3,1,,,,Enamorus,Enamorus,Archaludon,,1,4,,,,,Enamorus,Heatran,Froslass,,1,2,,,,,Enamorus,Enamorus,Metagross,Toedscruel,1,4,1,,,,Enamorus,Heatran,Flamigo,Enamorus,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Enamorus,Enamorus,Tyranitar,,1,4,,,,,Enamorus,Annihilape,Tentacruel,,1,2,,,,,,,,,,,,,,,Jolteon,,,Enamorus,,,1,,,,Jolteon,Enamorus,Ursaluna,,1,4,,,,,Toedscruel,Enamorus,Ursaluna-Bloodmoon,,1,5,,,,,Ribombee,Baxcalibur,Deoxys-Speed,Enamorus,1,5,1,,,,Ribombee,Slowking,Fezandipiti,Heatran,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Toedscruel,Enamorus,Muk,,1,1,,,,,Toedscruel,Toedscruel,Ting-Lu,,1,4,,,,,,,,,,,,,,,Toedscruel,,,Baxcalibur,,,1,,,,Annihilape,Baxcalibur,Iron Moth,,1,4,,,,,Annihilape,Enamorus,Jirachi,,1,4,,,,,Annihilape,Baxcalibur,Swampert,,1,3,,,,,Annihilape,Baxcalibur,Skeledirge,Slowking,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Win,5,Heatran,Enamorus,Spectrier,,1,5,,,Win,5,Annihilape,Slowking,Meowscarada,,1,5,,,Lose,2,,,,,,,,,Lose,-3,Heatran,,,Slowking,,,1,,Win,4,Heatran,Baxcalibur,Zapdos,,1,4,,,Win,5,Heatran,Enamorus,Quagsire,,1,2,,,Win,2,Toedscruel,Baxcalibur,Mismagius,,1,2,,,Win,1,Heatran,Baxcalibur,Latios,,1,5,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
