,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,130,,Glimmora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,-110,,,0,,,-80,,,0,,,-40,,,0,,,-20,,,0,,,-110,,,0,,,-80,,,,10,,,-70,,,115,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,Cherry Hill Bellsprouts,,,,CHB,9,Pittsburgh Scizors,,,,PIT,10,Scarborough Sceptiles,,,,SCS,11,Tokyo Teddiursas,,,,TT,12,Birmingham Buizels,,,,BIB,13,Boston Banettes,,,,BB,,14,Clonbrook Kyogres,,,,CBK,16,,,
,hotpepper22,,,,,,IntoTheVoid,,,,,,Geo,,,,,,kumabe4r,,,,,,UnknownPingu,,,,,,Raven,,,,,,,clonbrookkyogres,,,,,,,,,
,190,,Great Tusk,,,,190,,Urshifu-Rapid-Strike,30,T,,180,,Meowscarada,,,,180,,Terapagos,,,,170,,Mew,50,T,,150,,Baxcalibur,,,,,170,,Darkrai,,,,,,,
,170,,Iron Bundle,,,,170,,Garchomp,,,,190,,Quaquaval,40,T,,200,,Greninja,30,T,,160,,Iron Treads,10,T,,160,,Galarian Slowking,,,,,150,,Cinderace,,,,,,,
,170,,Heatran,30,T,,120,,Iron Crown,,,,180,,Landorus-Therian,30,T,,160,,Ting-Lu,,,,170,,Sneasler,,,,190,,Palafin,,,,,150,,Zapdos,,,,,,,
,140,,Rotom-Wash,,,,140,,Raikou,30,T,,150,,Latios,,,,140,,Jirachi,,,,120,,Mandibuzz,,,,180,,Annihilape,20,T,,,130,,Scizor,,,,,,,
,100,,Arcanine,,,,100,,Sylveon,,,,130,,Empoleon,,,,150,,Dragonite,,,,110,,Milotic,,,,180,,Tornadus-Therian,,,,,130,,Slowking,,,,,,,
,150,,Landorus,,,,100,,Pelipper,,,,130,,Infernape,,,,120,,Sinistcha,30,T,,170,,Ogerpon-W,,,,120,,Sandy Shocks,,,,,80,,Torkoal,,,,,,,
,90,,Whimsicott,,,,100,,Overqwil,,,,70,,Regieleki,,,,120,,Moltres,,,,80,,Rotom-Heat,,,,90,,Tinkaton,,,,,120,,Venusaur,20,T,,,,,
,80,,Wo-Chien,,,,70,,Porygon2,,,,100,,Fezandipiti,,,,110,,Mienshao,,,,90,,Florges,,,,80,,Incineroar,,,,,160,,Kommo-o,40,T,,,,,
,80,,Espeon,20,T,,80,,Serperior,,,,90,,Cobalion,,,,40,,Muk,,,,160,,Kyurem,,,,30,,Cryogonal,,,,,30,,Alcremie,,,,,,,
,50,,Ditto,,,,60,,Galvantula,,,,20,,Masquerain,,,,30,,Raichu,,,,20,,Naclstack,,,,70,,Cinccino,20,T,,,120,,Mamoswine,,,,,,,
,30,,Scyther,,,,110,,Basculegion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,-50,,,10,,,-60,,,10,,,-70,,,0,,,-60,,,0,,,-60,,,0,,,-40,,,,10,,,-60,,,115,,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wwwwwa,,,,,,,,,,,,,,,,,
